DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001619,OCUG-1,OCUG1,OCUG1_BILIARY_TRACT,,,Male,JCRB,2.0,-2.3868108269999997,Adherent,"DMEM + 10% FBS + 0.5mM pyruvate, 2mM glutamine",79.1,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,43,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001622,Onda 7,ONDA7,ONDA7_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,1.0,-4.687948544,Adherent,DMEM + 10% FBS,66.0,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,51,,,central_nervous_system,glioma,glioblastoma,
ACH-001623,Onda 8,ONDA8,ONDA8_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2.0,-3.625424783,Adherent,DMEM + 10% FBS,83.7,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,31,,,central_nervous_system,glioma,glioblastoma,
ACH-001624,Onda 9,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-2.19836738,Adherent,DMEM + 10% FBS,77.0,CVCL_1R14,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,,,central_nervous_system,glioma,glioblastoma,
ACH-001625,OSC-19,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362.0,Male,JCRB,,,,,,CVCL_3086,1253.0,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,61,SIDM00566,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001626,OSC-20,OSC20,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196.0,Female,JCRB,,,,,,CVCL_3087,1254.0,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,59,SIDM00565,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001627,P4E6,P4E6,P4E6_PROSTATE,,,Male,Sigma-Aldrich,2.0,-5.848205696,Adherent,Stemline Keratinocyte Medium II (Sigma S0196) + Stemline Keratinocyte Growth Supplement (Sigma S9945) + 2% FBS + 2 mM Glutamine. Addition of 2% serum was found to increase cell viability.,90.0,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001628,PEA1,PEA1,PEA1_OVARY,,,Female,Sigma-Aldrich,2.0,-2.469182563,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine + 2mM Sodium Pyruvate,79.2,CVCL_2682,,pleural_effusion,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,,,ovary,ovary_adenocarcinoma,,
ACH-001630,PEO1,PEO1,PEO1_OVARY,,1480372.0,Female,Sigma-Aldrich,2.0,-5.774560792999999,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine + 2mM Sodium Pyruvate,87.2,CVCL_2686,177.0,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00472,,ovary,ovary_adenocarcinoma,,
ACH-001632,PEO4,PEO4,PEO4_OVARY,,,Female,Sigma-Aldrich,,,,,,CVCL_2690,,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00471,,ovary,ovary_adenocarcinoma,,
ACH-001634,PGA-1,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-4.432217313,Suspension,RPMI 1640 + 10% FBS,92.7,CVCL_Y545,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",,,,blood,CLL,b_cell,
ACH-001636,Ramos,RAMOS,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RA 1,,Male,ATCC,0.0,-0.8216263859999999,Suspension,RPMI 1640 + 10% FBS,56.0,,,ascites,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM01094,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001638,RC-K8,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995.0,Male,DSMZ,0.0,-0.344921329,Suspension,RPMI 1640 + 15% FBS,75.8,CVCL_1883,283.0,ascites,Primary,Lymphoma,B-cell,,SIDM00448,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001639,ROS-50,ROS50,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025.0,Male,DSMZ,,,,,,CVCL_1887,1764.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",69,SIDM00415,,blood,ALL,b_cell,
ACH-001641,SAT,SAT,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050.0,Unknown,JCRB,,,,,,CVCL_3160,562.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00350,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001642,SCC-3,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930.0,Female,JCRB,0.0,-2.127291734,Suspension,RPMI 1640 + 10% FBS,94.0,CVCL_1683,1475.0,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",20,SIDM00384,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001645,SEKI,SEKI,SEKI_SKIN,,,Female,JCRB,2.0,-3.0418603660000003,Suspension,RPMI 1640 + 20% FBS,72.5,CVCL_3162,,skin,Primary,Skin Cancer,Melanoma,28,,,skin,melanoma,,
ACH-001647,SHI-1,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-3.616773572,Suspension,IMDM + 20% FBS,64.1,CVCL_2191,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,,,blood,AML,,
ACH-001648,Shmac 4,SHMAC4,SHMAC4_PROSTATE,,,Unknown,Sigma-Aldrich,2.0,-5.898834024,Adherent,Stemline Keratinocyte Medium II (Sigma S0196) + Stemline Keratinocyte Growth Supplement (Sigma S9945) +2% FBS + 2 mM Glutamine. Addition of 2% serum was found to increase cell viability.,82.0,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001649,Shmac 5,SHMAC5,SHMAC5_PROSTATE,,,Unknown,Sigma-Aldrich,,,,,,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001650,SISO,SISO,SISO_CERVIX,,1240212.0,Female,DSMZ,3.0,-4.464883151,Adherent,RPMI 1640 + 10% FBS,90.6,CVCL_2193,1498.0,cervix,Primary,Cervical Cancer,Cervical Adenocarcinoma,67,SIDM00394,,cervix,cervical_adenocarcinoma,,
ACH-001651,SKG-I,SKGI,SKGI_ENDOMETRIUM,,,Female,JCRB,2.0,-2.872303935,Adherent,Ham's F12 + 10% FBS,93.9,CVCL_2793,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001652,SKG-II,SKGII,SKGII_ENDOMETRIUM,,,Female,JCRB,2.0,-4.652397407,Adherent,Ham's F12 + 10% FBS,91.7,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001653,SK-GT-2,SKGT2,SKGT2_STOMACH,,1503364.0,Male,Sigma-Aldrich,2.0,-4.753841966,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,91.2,CVCL_2194,1868.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00393,,gastric,gastric_adenocarcinoma,,
ACH-001654,SK-GT-4,SKGT4,SKGT4_OESOPHAGUS,,1503365.0,Male,Sigma-Aldrich,2.0,-4.126468453,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,88.4,CVCL_2195,2164.0,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00483,,esophagus,esophagus_adenocarcinoma,,
ACH-001655,SKN,SKN,SKN_ENDOMETRIUM,,1240215.0,Female,JCRB,2.0,-2.578846615,Adherent,Ham's F12 + 10% FBS,54.0,CVCL_3167,791.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,52,SIDM00377,,uterus,endometrial_squamous,,
ACH-001656,SKNO-1,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_2196,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),,,,blood,AML,,
ACH-001664,SNU-638,SNU638,SNU638_STOMACH,,,Male,KCLB,2.0,-5.424880335,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",96.1,CVCL_0102,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,48,,,gastric,gastric_adenocarcinoma,,
ACH-001668,SUSA,SUSA,SUSA_TESTIS,,,Male,DSMZ,1.0,-1.7330474740000001,Adherent,RPMI 1640 + 20% FBS,91.5,CVCL_L280,,Embryonal,Primary,Teratoma,Testicular,30,,,embryo,teratoma,testicular,
ACH-001670,TASK1,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2.0,-3.7566189960000003,Adherent,DMEM + 10% FBS,67.0,CVCL_3177,,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),21,SIDM00026,,peripheral_nervous_system,PNET,,
ACH-001673,TFK-1,TFK1,TFK1_BILIARY_TRACT,,,Male,DSMZ,2.0,-5.46129153,Adherent,RPMI 1640 + 10% FBS,90.9,CVCL_2214,,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",63,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001674,TGW,TGW,TGW_AUTONOMIC_GANGLIA,,910780.0,Male,JCRB,2.0,-4.281757795,Adherent,EMEM + 10% FBS,89.4,CVCL_1771,1752.0,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM00324,,peripheral_nervous_system,neuroblastoma,,
ACH-001677,U-2904,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.135224139,Suspension,RPMI 1640 + 10% FBS,55.9,CVCL_X504,,pleural_effusion,Primary,Lymphoma,B-cell,59,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001680,U-698-M,U698M,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777.0,Male,DSMZ,,,,,,CVCL_0017,548.0,upper_aerodigestive_tract,Metastasis,Lymphoma,Lymphoblastic Lymphoma,7,SIDM00424,,lymphocyte,non_hodgkin_lymphoma,lymphoblastic_lymphoma,
ACH-001685,U-HO1,UHO1,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,1.0,-3.252044475,Suspension,"IMDM:RPMI 1640 (at 4:1) + 20% FBS, 2 mM L-glutamine",80.0,,,pleural_effusion,Primary,Lymphoma,Hodgkins,23,,,lymphocyte,hodgkin_lymphoma,,
ACH-001687,UM-RC-3,UMRC3,UMRC3_KIDNEY,,,Unknown,Sigma-Aldrich,2.0,-3.645901491,Adherent,EMEM (EBSS) + 10% FBS + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA),85.7,,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001688,UM-RC-7,UMRC7,UMRC7_KIDNEY,,,Male,Sigma-Aldrich,2.0,-2.674061543,Adherent,EMEM (EBSS) + 10% FBS + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA),82.0,,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001690,UPCI-SCC-026,UPCISCC026,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2.0,-4.927592509,Adherent,MEM (with Earle's salts) + 20% FBS + 2 mM L-glutamine + non-essential amino acids,93.9,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,82,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001692,UPCI-SCC-040,UPCISCC040,UPCISCC040_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.713914089,Adherent,MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids,94.6,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,50,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001694,UPCI-SCC-074,UPCISCC074,UPCISCC074_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,51,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001698,UPCI-SCC-116,UPCISCC116,UPCISCC116_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.319640136,Adherent,MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids,84.7,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,47,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001699,UPCI-SCC-131,UPCISCC131,UPCISCC131_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,1.0,-3.954610233,Adherent,MEM (with Earle's salts) + 10% FBS + 2 mM L-glutamine + non-essential amino acids,89.0,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,73,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001702,VA-ES-BJ,VAESBJ,VAESBJ_SOFT_TISSUE,,688121.0,Male,ATCC,2.0,-3.193330418,Adherent,DMEM + 10% FBS + 4.5 g/L glucose and 0.1 mM non-essential amino acids,94.1,CVCL_1785,1004.0,bone_marrow,Metastasis,Sarcoma,Epithelioid,41,SIDM01179,,soft_tissue,epithelioid_sarcoma,,
ACH-001703,VAL,VAL,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048.0,Female,DSMZ,,,,,,CVCL_1819,2221.0,bone_marrow,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),50,SIDM00416,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001704,VMRC-MELG,VMRCMELG,VMRCMELG_SKIN,,930301.0,Male,JCRB,,,,,,CVCL_1789,158.0,Colon,Primary,Skin Cancer,Melanoma,,SIDM00319,,skin,melanoma,,
ACH-001709,WSU-NHL,WSUNHL,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909785.0,Female,DSMZ,2.0,-4.691624805,Suspension,RPMI 1640 + 10% FBS,76.5,CVCL_1793,601.0,pleural_effusion,Primary,Lymphoma,B-cell,46,SIDM00412,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001711,PFSK-1,PFSK1,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667.0,Male,ATCC,2.0,-1.777121898,Adherent,RPMI 1640 + 10% FBS,47.6,CVCL_1642,1682.0,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),2,SIDM01132,,central_nervous_system,PNET,,
ACH-001712,Hs 860.T,HS860T,HS860T_BONE,"HS-860, HS860",,Male,Academic lab,,,,,,,,bone,,Bone Cancer,Osteosarcoma,22,,,bone,osteosarcoma,,
ACH-001715,CAL-72,CAL72,CAL72_BONE,,906827.0,Male,DSMZ,2.0,-2.923916005,Adherent,DMEM + 10% FBS + 2 mM L-glutamine + 1x insulin-transferrin-sodium selenite,56.8,CVCL_1113,550.0,bone,,Bone Cancer,Osteosarcoma,10,SIDM00930,,bone,osteosarcoma,,
ACH-001716,GOTO,GOTO,GOTO_AUTONOMIC_GANGLIA,,906875.0,Male,JCRB,,,,,,CVCL_1234,1009.0,autonomic_ganglia,,Neuroblastoma,,,SIDM00544,,peripheral_nervous_system,neuroblastoma,,
ACH-001719,OCI-C4P,OCIC4P,OCIC4P_OVARY,,,Female,Academic lab,2.0,-4.600969526,Adherent,OCMI-L made by UMiami,78.9,,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",,,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-001735,SEMK2,SEMK2,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,2.0,-3.1674929539999996,not found,not found,70.7,CVCL_S906,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",5,,,blood,ALL,b_cell,
ACH-001736,HB1119,HB1119,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,2.0,-4.774629899,not found,not found,90.7,CVCL_8227,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,,,blood,ALL,b_cell,
ACH-001737,HSB2,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1.0,-1.629367606,Adherent,RPMI + 10% FBS,67.1,CVCL_1859,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",11,,,blood,ALL,t_cell,
ACH-001738,CCRF-CEM,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952.0,Female,Academic lab,,,,,,CVCL_0207,1151.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00121,,blood,ALL,t_cell,
ACH-001740,RH28,RH28,RH28_SOFT_TISSUE,,,Male,Academic lab,3.0,-3.49944858,Adherent,DMEM + 10% FBS,39.2,CVCL_8752,,lymph_node,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001741,RMS13,RMS13,RMS13_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_UF98,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001743,RC2,RC2,RC2_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_L510,,soft_tissue,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,PAX3_FKHR
ACH-001745,RhJT,RHJT,RHJT_SOFT_TISSUE,,,Unknown,Academic lab,3.0,-4.10122458,Adherent,DMEM + 10% FBS,35.6,CVCL_VU81,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001750,TTC442,TTC442,TTC442_SOFT_TISSUE,,,Male,Academic lab,2.0,-3.940111865,Adherent,RPMI 1640 + 15% FBS,58.3,CVCL_B255,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001751,Rh36,RH36,RH36_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_M599,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",15,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001765,Rh4,RH4,RH4_SOFT_TISSUE,,,Female,Academic lab,3.0,-4.488409689,Adherent,DMEM + 10% FBS,72.6,CVCL_5916,,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001767,CCLF_PEDS_0018_T,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,,Unknown,,,,,,,,,fibroblast,,Fibroblast,Soft tissue,,,,fibroblast,fibroblast_soft_tissue,alveolar,
ACH-001786,SNU-1544,SNU1544,SNU1544_LARGE_INTESTINE,,,Female,KCLB,2.0,-2.320808748,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",62.0,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,38,,,colorectal,colorectal_adenocarcinoma,,
ACH-001790,RH18-DM,RH18DM,RH18DM_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-1.310420583,Adherent,RPMI 1640 + 20% FBS,67.1,,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001791,LPS6,LPS6,LPS6_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.084922474,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,68.6,,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,
ACH-001793,LPS27,LPS27,LPS27_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.006187516000001,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,48.3,,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,
ACH-001794,93T449,93T449,93T449_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.545967318,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,94.7,CVCL_U614,,soft_tissue,Primary,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001795,94T778,94T778,94T778_SOFT_TISSUE,,,Female,Academic lab,2.0,-5.063440351000001,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,89.0,,,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001796,95T1000,95T1000,95T1000_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.400558199,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,80.3,CVCL_WU67,,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001799,LPS141,LPS141,LPS141_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-3.685730561,Adherent,RPMI + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,88.0,,,soft_tissue,,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001802,LPS853,LPS853,LPS853_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.969966895,Adherent,IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,95.9,,,soft_tissue,,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001804,LPS510,LPS510,LPS510_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-2.648774177,Adherent,IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,83.0,,,soft_tissue,,Liposarcoma,WD/DDLPS,,,,soft_tissue,liposarcoma,WD_DDPLS,
ACH-001807,LPS067,LPS067,LPS067_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,soft_tissue,Primary,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001814,OS252,OS252,OS252_BONE,,,Unknown,Academic lab,2.0,-2.174670889,Adherent,EMEM + 20% FBS + 1% Na-Pyruvate + 1% NEAA,66.6,CVCL_WU66,,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-001818,C396,C396,C396_BONE,,,Unknown,Academic lab,,,,,,,,bone,Metastasis,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-001819,MFM-223,MFM223,MFM223_BREAST,,,Female,DSMZ,2.0,-4.428042957,Adherent,MEM (with Earle's salts) + 15% FBS + 2 mM L-glutamine + 1x ITS,82.0,CVCL_1408,,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,,SIDM00332,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal
ACH-001820,COLO-824,COLO824,COLO824_BREAST,,,Female,DSMZ,2.0,-2.504989195,Mix (loosely adherent with floating clumps),RPMI 1640 + 15% FBS,55.0,CVCL_1136,,pleural_effusion,Metastasis,Breast Cancer,,,SIDM00954,,breast,,,
ACH-001825,SW527,SW527,SW527_LARGE_INTESTINE,,,Unknown,,,,,,,,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-001827,184B5,184B5,184B5_BREAST,HMEC-184B5,,Unknown,,,,,,,CVCL_4688,,breast,Primary,Non-Cancerous,,,,,engineered,,,
ACH-001834,ICC10,ICC10,ICC10_BILIARY_TRACT,,,Unknown,Academic lab,1.0,-3.474044455,Adherent,RPMI + 10% FBS,92.8,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001835,ICC10-6,ICC106,ICC106_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.251279775,Adherent,RPMI + 10% FBS,94.6,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001836,ICC10-8,ICC108,ICC108_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.209542709,Adherent,RPMI + 10% FBS,96.5,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001838,ICC12,ICC12,ICC12_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.573977381,Adherent,RPMI + 10% FBS,88.2,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001839,ICC13-7,ICC137,ICC137_BILIARY_TRACT,ICC13,,Unknown,Academic lab,2.0,-3.379042945,Adherent,RPMI + 10% FBS,72.8,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001841,ICC15,ICC15,ICC15_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-5.4615292879999995,Adherent,RPMI + 10% FBS,97.0,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001842,ICC2,ICC2,ICC2_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.8769804380000001,Adherent,RPMI + 10% FBS,69.1,CVCL_VV27,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001843,ICC3,ICC3,ICC3_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.458152422,Adherent,RPMI + 10% FBS,74.5,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001844,ICC4,ICC4,ICC4_BILIARY_TRACT,,,Unknown,Academic lab,1.0,-4.043949694,Adherent,RPMI + 10% FBS,92.0,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001845,ICC5,ICC5,ICC5_BILIARY_TRACT,,,Unknown,Academic lab,,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
